timestamp,block,tx,fee
1641430760,13948837,0x4e7f9cb0528726836f36593e2fe213801bd08e051995210726cbdb8a6a5ad1e8,169.7451923
1641465163,13951320,0xdeebc28856870a39623838978dd9cf9d2a85a6c2502e55a6315d995dcf3e9609,473.7588845
1641448014,13950079,0x3449ef3cdd0040f26ac3a95efcb1adbada22f96b62b3463b52c311783f46fc2b,51872.46552
1641458809,13950867,0x5dbd5aa4b400e015ee09da71ad6b59421c55ea3b74ee3cf34c13e5d26af3b0f4,339.1257271
1641481881,13952594,0x461edc9349974ff88d277267d35db65fed0339bc65078e962402f1ee3b99c43e,2831.617772
1641467541,13951499,0x1507963c295692c319aae83b05da1c57bfa6374c087358cc5a59f0c4191d32fe,2226.447557
1641462185,13951090,0x0b17935b3ea3ed88e6a05dea08fcdca5cea8278143ca6dd4c9f3704f08dcd4ff,11.24361108
1641483558,13952720,0xc5df0516a49383a5917617dfab37d41287f4540db295407dd4d187abc7b47cd7,940.1262142
1641462843,13951142,0xb5c5d9cd17fe12a192a62d201675a64f6d1b7b1b2e6a976d6b840a2f8b6786d0,36.09864717
1641492339,13953392,0x53a0dd467812a1c476a5d59cf003464044455d1eaa5a796568901b2ee19e28b3,343.3768625
1641463470,13951184,0xdbfdbc785ea5f05c1abfdb8cb24eb9c51217df23ca0e6fa6a93a5faeca4c2cf2,1854.336517
1641474769,13951988,0xf4898ba2114a9714dbe27a80325aa399071ae4426bff706906e19d19f4373263,248.8052162
1641492859,13953447,0x6da70e2f5b6cb9859bda044e5d9445c5b2fe7665b7bf512b0df3fae079e44e5b,615.9850871
1641489689,13953195,0x8b14b1897d79ca265e3acfb0adb0f8f96a5c059397db0f664855d9d0d0bcd685,3001.302991
1641475108,13952013,0x23fd2fa5d31c091ef0f0cd66c6b3f359d74ae0ee830602a3307fd7f51da2b13a,497.7940472
1641519558,13955417,0xb0a9d47c32ec1671481a4d4bd9326e7508199fedcd63a5e686eab2809c75894f,27.80004248
1641520576,13955509,0x5bd4bdec70e314d2e99eabafe084c1b9734ea9e3cd34e78eb8afeb54f345c55a,6243.947352
1641494117,13953536,0xa3463c11f2f6bb068d8de588626bb5c70700bd3eeb4460ad7ce747ebdb2ab012,71.96536383
1641494362,13953553,0x78edb4f8341d4302d9299bd3587fa17121e5ff3aaadfab174ecb77d837118724,342.3467319
1641534726,13956518,0xf6d6bb1992f6afee29edf536e0e8be5995d62f1c7e4644d6de1089eb3cd07f28,19.62240292
1641541958,13957097,0x6dc0000f556a1c4e7a8657cdddac4d16e86b51c37f5b7ebab70b9028b4fd1352,0.4434353436
1641539457,13956891,0xe269edffbb024df3bf4fd30f8bd7790dc7b862161d6a68bc3971d9c237a5a5b5,152.5946313
1641541781,13957086,0x3f56084bbae8a0e2bb5ac843a48d068a6c752a8d1e481443e10c651deefa3385,36.75038615
1641581138,13959989,0xd6a366c954a87c02152ebb71551626f6f705b2b9002d243c348041ba7ce99ce8,90.0371651
1641581417,13960013,0x99b382f68b4dfe1f9721dfd0cea3db3df4390da6828a7fa835b49d6d62a1c8c5,90.0138177
1641650772,13965193,0xa5e58f54c264e0cc2d4e3f35ec1a77decaa895c67b95fe4e355b8aeffc82b740,478.0135945
1641562679,13958659,0x942d5781d7e9f0f7aec97315bf05f1f94a80ac425cf38f97c595abcca90a6295,158.0401239
1641670569,13966699,0x9c93b0797cdc022a63617801b8e9628b8aa4d9c0714939e035924aa27b793293,4815.159661
1641595044,13961042,0xb82eacecede4d8abc590a69edd5289889960820c83feae234aeebda6950489d8,37.96904291
1641570248,13959187,0xad1c1c27d22d818ca4e32f00c5d90ff120e30f28032eac039c2e9f106c44aed4,228.0860053
1641637398,13964212,0x8de8573517f0b794e6c85d38afa736d34436352b57d059819e21c7b0baf597df,252.1471023
1641671613,13966783,0xe361c756144e92942bf35531d93842f47bf5840f112f78071566bffad26585bf,35.38674469
1641596456,13961145,0x9f29207e174a929982f8439f96e84ba4215b98fbbcbb9448fb844419ef63ca8a,95.58491989
1641904727,13984254,0x2f33c689a50dad22162948ac7b9076b298341862e1e7e132e3279cc451b62be3,1864.183021
1641571627,13959292,0xf618986753db676d26c3747c04ecd013cd2d73eae5aafdb94924bd4b122c0f13,171.0372766
1641992995,13990880,0x6baccd8d6ecb3d588257d3186eb7d6c1ceaa5225b76d6a750732b9eb7625a1f2,1167.342561
1641903491,13984154,0x368dfb09deb749935493922aef8bed43433ba6dbf4783f2d0e0da265bf865ade,14.15327792
1641839413,13979381,0x96d755ae2e693e045957f1e378c74923f46afe2929a815996c053885c92378de,514.7406281
1641817719,13977782,0xa518e33881d7a2dc02989c27c6af02e9f46eb0196a1654a819cec6f601129343,8.994
1641859952,13980913,0xff2f1f1dbf2a3871d323e3cc786011cd7ef69f478f8f082efd5f0cda392568ea,792.4094549
1641853551,13980422,0x7dddb515f8d5132c5dde05ce2d9bdddf9512878b1156bd160f8750500e8c3986,625.4141305
1641874836,13982029,0x466ec58282f6a388a46a67a93ebc20534ea0d006df247fa27403fb39f1fb1dec,1334.132941
1641883527,13982668,0x8186d2e4ab3d25e0f1e999b329e7f4d615af43a206ac01f25b93b5a16d9fe90d,3234.734269
1641870097,13981668,0x53ffed9025243f9d2aa87453629a949881c4e3b9c06d1ce83dbe7baa9d8adf27,146.9645814
1641878988,13982333,0xcdc6349045642883731c54c46a988730d1a754adeaebde2429c6ac98da2e430b,541.8689743
1641913441,13984924,0xbd959cbdfcd4077e42aec9ab76ab2c82f9425ab72e0c65441826928bdbca5cbe,43.85972269
1641913603,13984936,0x90f0998a86d9c886aa207b96055e6dc0dec584a4bf64e2d8bd020d8db27ffddb,15.95230608
1641882948,13982623,0xe699bde4f629406c06844d012e66c7dcff1f8212ff60a989887e59049a49c5a0,2915.526906
1641889637,13983107,0xd0641c3b4d335fd3785fcf2df7fcde9d494abfc916fab044200efca492a4f17b,2053.96918
1641919392,13985382,0x696ba8497d42b11ac4a65e8d11e7098b44e310587374b93675a55f392bd62a5d,1000
1641890165,13983145,0x35e16190917f687ab008ec428f3b239c575c74da7c230ec96a73f06586b20732,338.8274755
1641696486,13968717,0xc21f95ab381d23ab8446e64d83f2696796bb75c5b7bd9ca046b2db7bdaaafe4b,226.1441975
1641993719,13990945,0x9d2baa88d65c45e9b050c4271330bc67039e579ed4d439cbf3152698851a2b5b,2802.431493
1641697773,13968824,0xb24299cb1f7b5d86cc7bc9434075839aeb76ba3b729bd5e5d2632a6b55be14ac,446.0370252
1641556226,13958162,0x7a1fbbb5dd548d3ffe7a7b871f6dd962f7e631eac7b68a973fd489a59a4eb23d,2830.265354
1641933874,13986464,0x28668a13e1ac0f6ae9aed66c3c75c15838ee4da6f092dd2d7c6316d0bd3990cc,29170.17809
1641899768,13983878,0x6834c1282c45a84309ccb7bbb35d5dca99f7d44ed82292c617a701724ed66daa,405.2887749
1641673816,13966947,0x4bf35faba3eb059dd2f03d5337621818a242eabd9e8840bcb71fd5076e233461,5112.861369
1641799743,13976406,0x20e9c02538ca05478fcd87e081a8a4f59d28f3f6ab32d134656af4c8d847da82,315.7076766
