time,block,account,debt
1644382860,14169862,0x0062Fb72D128699A70afDAD4b7bafb2Cde128913,87.59515553
1644382860,14169862,0x02C545e7E16afbBe405FaD98a8a5a9a9fEeCe114,11.25054468
1644382860,14169862,0x02424f81E282dF59Af2E2628D325aaA248b1a482,9.053749767
1644382860,14169862,0x03F77B086303a274Beda3c491FaCd680657b2679,21.98896706
1644382860,14169862,0x00903416A6053Fce89E6aA4A7967bd1f781B0d20,18.44945159
1644382860,14169862,0x00A10629B758cE744F65B113AE736c8BC634270F,2586.054798
1644382860,14169862,0x02ab593f636923dD122fC2D1dcf26d055Ed8F61C,13.3607127
1644382860,14169862,0x02A8F422E4623cF409B2a1a64a603B16357EA9da,13.85849115
1644382860,14169862,0x003814A176D587C13c8efE04cBD7790418388C60,16.05398412
1644382860,14169862,0x0070EdA17A3656D6568eC4C94FeF34A396D20613,19.42918646
1644382860,14169862,0x034574004d0b8e862C987b4742C90B642E6Eff2f,7.77343432
1644382860,14169862,0x0327243868b117BFA262C93e8cf11F8CC789c52c,11.10880513
1644382860,14169862,0x03382c6315CC0F02b92401a67Cd271100d0BFD0d,37.79749671
1644382860,14169862,0x00e6224Fd18cbBC2e20A5CBd2103D6E8CEA741F8,6.484570863
1644382860,14169862,0x00Af4b2bbb4efC3c657d8641B64898e83831922D,26.0724323
1644382860,14169862,0x00F487a0eA72670B200B5c75c36cc03e659677E9,1297.654764
1644382860,14169862,0x02a742c36125c021e434d36D957385d6Fb82e282,3048.922698
1644382860,14169862,0x00D09e092104304A0f779AA77BA1dB559d30bf7e,12.91646682
1644382860,14169862,0x023b26C83b7cbfEC9f895FAD79Ad87F22F9Dff57,263629.5755
1644382860,14169862,0x02442FC5518c5E4047dde5Cde5da7973c9971B30,18.83657092
1644382860,14169862,0x0112BdFbA85A91a32D9528879a2EfE3F9263F8dc,95.63019848
1644382860,14169862,0x02bB6041d8620b3547d3C3604e159b4B8968Ef84,5.064503968
1644382860,14169862,0x011c79c3F951Dc3D26FB08D226b60a7653753a95,6.933241346
1644382860,14169862,0x02be32C4336152b5F9436C7b6c783C7463F197D5,29.47333181
1644382860,14169862,0x0132cEF602920482C0b488De0EDAdff74dF17c88,855.0064629
1644382860,14169862,0x014843f776D78e32Ef6bD7C6a6A2D2393865c7c4,47.68182823
1644382860,14169862,0x024eE23953dA0A7465daF877cad5739Ad622D15B,1487.583276
1644382860,14169862,0x0007216e1eBC0E02B7A45448bECA6e3faA6E4694,82985.85995
1644382860,14169862,0x0356a9f78A521f4456F255d848624d90a5B91fec,1746.332319
1644382860,14169862,0x00263Da8533175f2e2eca5820F1d565e05b1C31C,6.028516902
1644382860,14169862,0x034E8229ffb73b828F710500e0B761FF1C09e9c7,130.0564551
1644382860,14169862,0x016f333Ccc88C77C9FC6b04bE4E16249DCb5Ae9f,5128.438201
1644382860,14169862,0x02828A2aADC00e5f701FF7Df63D3178dC7ffB287,317.0338368
1644382860,14169862,0x010afb8548a5D1a3a3D62f58CA0a5A1329974206,6.318985803
1644382860,14169862,0x02fb2e3F60545F260A1235BD45B12F8614311F9d,6.553029759
1644382860,14169862,0x00b466c41109edA7bE12406d06b017F77732f065,56.05653001
1644382860,14169862,0x035be549823F861e1507cCcE13D5F971B8FC3515,161.2566624
1644382860,14169862,0x038065F8D8BF24101FfC7983d8baa426856a1f19,86.04004475
1644382860,14169862,0x0157D701fbEF3aFD5Ff2594F862d2De5578cdB89,2049.510159
1644382860,14169862,0x0380E76371cf574Ca43fFdb26aF362241e7a4578,39.92220327
1644382860,14169862,0x00ca8208Df0Bd88cFBF3F21c085eb1670Ce09f28,27.00648897
1644382860,14169862,0x039a5Bf4c4AEF45F49DC44E85ff4a05A2Cd61F14,10.20632973
1644382860,14169862,0x0188aE1a528B6f9c916B9a7B389b17d07b131c08,709.4595687
1644382860,14169862,0x0374682594e0637E96b71F1Ca895bc5B8BBa2154,55.86840514
1644382860,14169862,0x017cf1489eb1FF78Ef8797dfC09662c845e187B9,3812.895527
1644382860,14169862,0x023746e8dcdC250ebba98Aaa82CE81E27597cBBe,5.851004589
1644382860,14169862,0x019E09e087CFa0fc7F99Ce3abf1f7C2Dbce5Dff9,165.9127051
1644382860,14169862,0x03a00628fB499264f3C1c34de9B8DBCda181D535,5948.569985
1644382860,14169862,0x01B317E9778C47fbA20e30db001F9D72aBfA2a6F,266748.9587
1644382860,14169862,0x01C9a2bbb109a24E86535bB41007cd15a0177C11,9.326103175
1644382860,14169862,0x0353d36968eFE45e568f77A2582a3614254cd6cF,240.0769318
1644382860,14169862,0x02B5E3987A3c0F92C9beD607dD2A6b99725d3e10,8.177880259
1644382860,14169862,0x01C744676694A7B270D8C6D6AfB2d59b42fd0d0c,7.457672572
1644382860,14169862,0x03b2EEDcb861c9dD4b86efCfe30C44F54abbbb99,11.54889764
1644382860,14169862,0x021AfDa9886DCe1cCa8cEcD130e4f2891b2B91d1,115.7950992
1644382860,14169862,0x03B499f77cdD03Ec4C972b45766Be6d234636437,6.993480626
1644382860,14169862,0x02284B9889115D3654A72a8422ac0F3c28Ed6aC4,20.28848815
1644382860,14169862,0x03c245bAFCC0a80cD73b170D26e3d3663B90793C,51.52299713
1644382860,14169862,0x0215c140840B896e1e371525D1f70cefbd09aAfa,5.852641222
1644382860,14169862,0x03C2bFd2509dE9b13d0124015077e100a292336D,68.79221435
1644382860,14169862,0x023011820B7ff68899907Bb266567C04930cd4DA,125.3982135
1644382860,14169862,0x02a2AFad32DCDE40F1Ce82391767956792891D1d,46.13265719
1644382860,14169862,0x03f18e3098D042d9fDdB2c13c7BB744a9d17a48A,183.1499004
1644382860,14169862,0x02bf05DD5C8Fa83e83714014dbe543C9eab734C2,69.44849591
1644382860,14169862,0x073C841e832b7CC2e75d0FB1F8a98DCa355Bf485,8.312738092
1644382860,14169862,0x040632A43f51840DEFC466bca05A31735276C63f,8.012298814
1644382860,14169862,0x06f24325D64103B38d1c1492220d9563BFFBdb49,148.3639951
1644382860,14169862,0x0460603116dD78F4106Cc2A906E2c584742ce0bB,201.9535164
