Date,Swap,Margin trading,Mint GLP,Burn GLP,Liquidation,Cumulative
2021-08-31,0.3993207221839756,0.15325632895652436,0.11830379472938438,0.20615987874980843,0,0.8770407246196927
2021-09-01,866.3653394617692,101.84884535822437,4843.226666922876,0.033712636391344905,0,5812.35160510388
2021-09-02,854.0027615327112,741.7088591291415,1610.5277870404552,134.26496535795602,0,9152.855978164143
2021-09-03,1388.2413627509193,3127.2668508010174,22.38040372064842,0,0,13690.744595436729
2021-09-04,219.02473282881212,768.7568205922685,82.88375927662874,0,0,14761.409908134438
2021-09-05,277.12100064516943,784.1033674394979,106.08863660238313,0,0,15928.722912821488
2021-09-06,1349.3862077390515,3838.8124319445947,1151.8772636885647,0,0,22268.7988161937
2021-09-07,1761.144153580532,20100.502349641236,247.40079211494967,2.908434458608491,37.011879818433954,44417.76642580746
2021-09-08,1300.953484685061,27040.592004490096,356.28790034659164,0,0,73115.59981532922
2021-09-09,962.626485685162,3250.907801441334,728.5058796941137,63.255236787923096,0,78120.89521893775
2021-09-10,2727.0653955995954,5269.767600213821,627.193706036364,138.1985073316572,1.4936670789475102,86884.61409519814
2021-09-11,5614.512789381819,3021.007293867584,11205.137498931887,180.28142722916812,0,106905.5531046086
2021-09-12,7784.362031910867,11660.5046654141,7554.345532876458,0,9.645191229883494,133914.4105260399
2021-09-13,5108.4764965919685,11641.213574512294,5340.168901330106,0,2.882167079258579,156007.1516655535
2021-09-14,4223.257046016759,7410.720191916319,6489.227618149719,0.28081484818915253,0,174130.6373364845
2021-09-15,9937.026637708774,10463.040458609106,4883.512127405019,260.19075538838905,2.9205107049092476,199677.3278263007
2021-09-16,9217.219166477267,13251.960457126108,7957.543261443252,3027.172964625294,0.21267481145696365,233131.43635078406
2021-09-17,6695.541355787452,16550.377386543772,8383.103028007,370.93951085518444,1.3208073578607582,265132.71843933535
2021-09-18,8971.659017588649,19261.260991970357,3277.8193533076274,1195.1584550124219,3.1678072376817,297841.7840644521
2021-09-19,3576.4359936215333,36397.75878525273,7526.301629879317,1334.824752607911,0,346677.1052258136
2021-09-20,21101.256699788206,81631.59365771343,5671.650860008476,4185.894250997382,94.61324323277222,459362.11393755383
2021-09-21,23260.701787804977,79008.54610191636,2974.7380693981695,2162.9183587690036,2114.9153841888183,568883.9336396311
2021-09-22,42969.47703742967,46173.151834058306,1888.7704698892992,54.95399173491818,1234.269147230305,661204.5561199737
2021-09-23,12273.896591868715,11234.685992053835,2729.0229187232853,1443.5253741163122,0,688885.6869967357
2021-09-24,14074.607133205005,47037.10350070852,467.46028921908453,1143.7440655987723,2.2318789142009337,751610.8338643813
2021-09-25,6029.089456706803,27210.722345124686,527.8036296821322,0,0,785378.4492958949
