Date,Swap,Margin trading,Mint GLP,Burn GLP,Liquidation,Cumulative
2022-05-28,13864.902071344675,27786.13743973898,750.6511280794629,1273.447917283421,485.83571244077757,13532273.566579346
2022-05-29,11395.634889480245,36657.31802522789,1108.1034271909016,4923.034612776981,40.45133841982897,13586398.108872442
2022-05-30,9579.140565223463,56016.41183586517,2294.1772041086747,522.1762279953697,167.42931232552655,13654977.44401796
2022-05-31,52685.481423496065,30137.561594392268,924.6791028083782,6302.119185866921,816.1397874537433,13745843.425111977
2022-06-01,23286.305588126317,54989.33140661284,100.07897531568811,6137.664052605325,123.99780399550946,13830480.802938633
2022-06-02,5581.19872417462,20496.519566601553,454.2510925011434,957.6560227296894,79.38792882579946,13858049.816273466
2022-06-03,2589.3956967662953,22171.412795683715,266.91672523865765,2230.247593623631,175.80111691862476,13885483.590201696
2022-06-04,6822.003305252545,9881.74216492746,781.0298969632354,138.76801431189978,47.36737768991043,13903154.500960842
2022-06-05,4652.55577076112,8968.985778738324,142.01879765127507,8250.741127532465,41.25516235649047,13925210.057597881
2022-06-06,8521.255204527813,47536.893467245136,182.4800677516592,287.6724305730184,154.54585907427827,13981892.904627053
2022-06-07,11152.84035348269,600382.2057527706,341.07089554819277,1068.440621628425,473.77626325411256,14595311.238513738
2022-06-08,22986.811838403646,27778.024153146318,866.7386229321044,1668.9650147559153,322.6710050982292,14648934.449148074
2022-06-09,2622.148540246753,14987.191326907132,659.5519264660728,982.7354545431808,1317.6257859998914,14669503.702182237
2022-06-10,22387.466231488102,35685.62244532042,1539.4911702933898,856.5105461539139,2245.8156850436208,14732218.608260537
2022-06-11,11414.942658054664,32885.2622795907,243.2563525427072,4005.647898097085,2096.063812321423,14782863.781261142
2022-06-12,39737.14223648572,59802.554247785156,611.0835732637521,2627.8806163954127,2952.746075051582,14888595.188010124
2022-06-13,20353.118715529155,131065.08930397929,690.5594582634991,23155.2818289794,4346.4820231032645,15068205.71933998
2022-06-14,28041.741566066696,40866.913121868165,95.14223034415575,4290.000958655936,1321.1611794817436,15142820.678396396
2022-06-15,49458.5270562355,62116.15291631979,153.563962983706,11572.462272418496,1574.1955183539976,15267695.580122707
2022-06-16,15080.954153701323,33666.75352834387,77.5600660752,2055.129270965732,248.22188438464218,15318824.199026179
2022-06-17,5614.80214621503,23020.385205858605,103.87743298681947,3046.072084592898,332.5053530194782,15350941.841248851
2022-06-18,27800.53350938336,72555.5095265648,107.92045905918978,18237.236192131095,6479.503592303008,15476122.544528292
2022-06-19,15855.212379546414,52450.15699511683,40.47334016877162,1483.9021748497626,1539.9511970145104,15547492.240614988
2022-06-20,10480.759580120788,60197.87978099028,289.1266679866,692.3260423139228,77.52115649799089,15619229.853842897
2022-06-21,14324.23306952083,17823.615869574154,3996.8967792703943,6189.659107322193,62.678553642610495,15661626.937222227
2022-06-22,11712.65344694833,62757.89876935312,660.0822069634426,762.8101823887433,96.62392555161932,15737617.005753433
2022-06-23,20878.95326090963,52031.60428692869,1323.3320156772975,23710.934877580257,33.259008865112264,15835595.089203395
2022-06-24,39143.086783371225,40237.20156289029,1301.132024305055,765.8394610314749,343.5751273401838,15917385.924162334
2022-06-25,41713.12282596552,17200.63712650532,252.23165565782787,2963.912320914553,527.6031218179087,15980043.431213195
2022-06-26,9851.246520468916,19184.133056991013,276.3769731630257,138.6146592241774,95.60817672475241,16009589.410599766
2022-06-27,28196.73230880059,32666.256604203878,110.50941548813259,196.71794696354866,9.694857856087765,16070769.321733078
2022-06-28,8167.371112358104,38284.86217818393,694.3653270930928,176.1906149490256,145.75605783003994,16118237.867023492
2022-06-29,32766.411709634143,39949.252701269856,449.09280199558316,4189.133400772407,34.34863308768399,16195626.106270252
2022-06-30,10586.502182513515,50526.8200125219,131.69739485177197,3121.26694970011,7019.327828929345,16267011.720638769
2022-07-01,18111.60668547341,49224.10343278463,165.8634298448372,1587.8229406401215,1757.8871052049071,16337859.004232716
2022-07-02,1733.9262006836957,14223.760698155507,129.58262303511998,10.579649833317042,1.0240021622066706,16353957.877406586
2022-07-03,7596.567501702896,23309.098000017842,468.1685318443509,267.87506110864183,3.776039685224532,16385603.362540945
2022-07-04,7768.291148697196,44067.38269337989,208.23927010965878,358.92106818013104,184.23350842433865,16438190.430229736
2022-07-05,3445.908840005427,18486.051558269566,7022.878564911668,32.79787671696361,14.51249718136387,16467192.579566821
