rate,time,block,mpl_staked,xmpl_supply
1.002383054,1655490585,14980644,2345169.601,2339594.222
1.002374982,1655483185,14980148,2347097.356,2341536.249
1.002390898,1655497776,14981140,2345187.954,2339594.222
1.002394658,1655501223,14981388,2345196.751,2339594.222
1.002387187,1655494374,14980892,2345179.271,2339594.222
1.002402947,1655508821,14981884,2345246.428,2339624.435
1.002410972,1655516178,14982380,2345265.204,2339624.435
1.002419117,1655523645,14982876,2345284.261,2339624.435
1.002327284,1655439284,14977172,2358780.602,2353303.797
1.002406834,1655512385,14982132,2345255.524,2339624.435
1.002378986,1655486856,14980396,2345160.084,2339594.222
1.002435831,1655538967,14983868,2345323.365,2339624.435
1.002415147,1655520005,14982628,2345274.971,2339624.435
1.002439903,1655542700,14984116,2344832.659,2339125.42
1.002443648,1655546240,14984364,2429317.554,2423395.628
1.002431621,1655535108,14983620,2345313.516,2339624.435
1.002427302,1655531148,14983372,2345303.409,2339624.435
1.002331321,1655443007,14977420,2358839.604,2353353.182
1.00244786,1655550239,14984612,2429334.066,2423401.918
1.002459005,1655560828,14985356,2430883.244,2424920.354
1.002462837,1655564469,14985604,2430892.536,2424920.354
1.002474554,1655575602,14986348,2430946.786,2424946.126
1.002466769,1655568205,14985852,2430902.071,2424920.354
1.002423136,1655527329,14983124,2345293.663,2339624.435
1.002481949,1655582629,14986844,2430964.72,2424946.126
1.002478266,1655579129,14986596,2430955.787,2424946.126
1.002485628,1655586124,14987092,2431123.64,2425095.755
1.002455234,1655557245,14985108,2430934.366,2424980.472
1.002489612,1655589910,14987340,2431133.302,2425095.755
1.002497341,1655597254,14987836,2431152.045,2425095.755
1.002501409,1655601120,14988084,2431251.067,2425184.688
1.002493743,1655593835,14987588,2431143.319,2425095.755
1.002505206,1655604728,14988332,2431260.275,2425184.688
1.002513224,1655612347,14988828,2431372.044,2425276.781
1.002520989,1655619725,14989324,2430876.445,2424763.641
1.002517279,1655616200,14989076,2430867.448,2424763.641
1.002509058,1655608388,14988580,2431269.616,2425184.688
1.002529139,1655627468,14989820,2430906.014,2424773.425
1.0025368,1655634747,14990316,2430963.294,2424812.03
1.0025251,1655623631,14989572,2430886.413,2424763.641
1.002451572,1655553766,14984860,2430925.487,2424980.472
1.002399127,1655505319,14981636,2345207.205,2339594.222
1.002548839,1655646185,14991060,2430992.486,2424812.03
1.002552758,1655649909,14991308,2431001.99,2424812.03
1.002556832,1655653779,14991556,2431092.784,2424892.741
1.002470689,1655571930,14986100,2430937.414,2424946.126
1.002568316,1655664691,14992300,2431120.633,2424892.741
1.002571931,1655668126,14992548,2431129.399,2424892.741
1.002533095,1655631227,14990068,2430953.079,2424810.802
1.00258408,1655679663,14993292,2429643.434,2423381.223
1.002540496,1655638258,14990564,2430972.255,2424812.03
1.00257989,1655675684,14993044,2429633.279,2423381.223
1.002591867,1655687057,14993788,2430129.928,2423847.639
1.002575625,1655671634,14992796,2429622.943,2423381.223
1.002595717,1655690714,14994036,2430143.83,2423852.195
1.00260703,1655701458,14994780,2430171.251,2423852.195
1.002564658,1655661215,14992052,2431111.761,2424892.741
1.002615293,1655709306,14995276,2430191.28,2423852.195
1.002603648,1655698246,14994532,2430163.053,2423852.195
1.002588087,1655683468,14993540,2429659.459,2423387.52
1.002610976,1655705206,14995028,2430180.816,2423852.195
1.002544663,1655642217,14990812,2430982.359,2424812.03
1.002627033,1655720458,14996020,2431458.347,2425087.562
1.002623486,1655717088,14995772,2431465.704,2425103.478
1.00263832,1655731183,14996764,2431485.719,2425087.562
1.002630779,1655724018,14996268,2431467.433,2425087.562
1.002599913,1655694699,14994284,2430154.001,2423852.195
1.002634313,1655727376,14996516,2431476.003,2425087.562
1.002645731,1655738225,14997260,2431554.674,2425138.41
1.002649659,1655741958,14997508,2431322.443,2424897.292
1.002653616,1655745719,14997756,2438044.107,2431591.595
1.002560651,1655657408,14991804,2431102.045,2424892.741
1.002668757,1655760144,14998748,2438143.973,2431654.479
1.002665116,1655756675,14998500,2438074.12,2431593.641
1.002657489,1655749409,14998004,2438053.524,2431591.595
1.002676664,1655767678,14999244,2438163.201,2431654.479
1.002683725,1655774405,14999740,2437317.709,2430794.127
1.002661371,1655753107,14998252,2438062.962,2431591.595
1.002692084,1655782367,15000236,2437366.946,2430822.966
1.002642021,1655734700,14997012,2431545.677,2425138.41
1.00270004,1655789945,15000732,2437417.246,2430853.843
1.002708542,1655798043,15001228,2437437.913,2430853.843
1.002672796,1655763993,14998996,2438153.796,2431654.479
1.002716367,1655805496,15001724,2437715.397,2431111.606
1.002704686,1655794370,15000980,2437428.539,2430853.843
1.002724326,1655813078,15002220,2437931.166,2431307.492
1.002720388,1655809326,15001972,2437921.591,2431307.492
1.002728566,1655817117,15002468,2437941.475,2431307.492
1.002712595,1655801903,15001476,2437447.764,2430853.843
1.002733081,1655821418,15002716,2437952.451,2431307.492
1.002741665,1655829596,15003212,2437923.186,2431257.492
1.002745737,1655833476,15003460,2438498.74,2431821.597
1.002687815,1655778301,14999988,2437356.569,2430822.966
1.002754397,1655841727,15003956,2438519.798,2431821.597
1.002758229,1655845379,15004204,2438529.118,2431821.597
1.002680092,1655770944,14999492,2438171.536,2431654.479
1.002766429,1655853192,15004700,2444761.082,2438016.482
1.002762139,1655849104,15004452,2438037.507,2431321.859
1.002771421,1655857973,15004948,2453943.839,2447161.724
1.002619377,1655713184,14995524,2430201.177,2423852.195
1.002775519,1655861903,15005196,2453953.869,2447161.724
1.002792199,1655877896,15006188,2454000.807,2447167.829
1.002783732,1655869778,15005692,2453976.022,2447163.773
1.002796227,1655881759,15006436,2454028.601,2447185.713
1.002737499,1655825627,15002964,2437913.056,2431257.492
1.002799953,1655885332,15006684,2454037.719,2447185.713
1.002808588,1655893611,15007180,2454058.849,2447185.713
1.002750157,1655837687,15003708,2438509.487,2431821.597
1.00281701,1655901687,15007676,2453490.584,2446598.492
1.00282166,1655906145,15007924,2453501.961,2446598.492
1.002779502,1655865722,15005444,2453965.67,2447163.773
1.00282571,1655910027,15008172,2453511.869,2446598.492
1.002829568,1655913726,15008420,2453367.255,2446444.872
1.002837941,1655921752,15008916,2453387.738,2446444.872
1.002788163,1655874026,15005940,2453990.93,2447167.829
1.002696132,1655786223,15000484,2437376.787,2430822.966
1.002850536,1655933821,15009660,2450588.521,2443622.885
1.002846153,1655929624,15009412,2453407.829,2446444.872
1.002854575,1655937688,15009908,2450598.39,2443622.885
1.002858597,1655941539,15010156,2450608.218,2443622.885
1.00286278,1655945544,15010404,2450618.439,2443622.885
1.002875883,1655958090,15011148,2450850.791,2443822.643
1.002867165,1655949743,15010652,2450629.156,2443622.885
1.002871457,1655953852,15010900,2450839.975,2443822.643
1.002884252,1655966104,15011644,2450871.243,2443822.643
1.002880071,1655962101,15011396,2450861.027,2443822.643
1.002888688,1655970352,15011892,2450973.947,2443914.242
1.002892937,1655974421,15012140,2450984.332,2443914.242
1.002897146,1655978451,15012388,2451020.792,2443940.341
1.002901105,1655982242,15012636,2451030.467,2443940.341
1.00290524,1655986202,15012884,2451040.574,2443940.341
1.002909328,1655990117,15013132,2451050.566,2443940.341
1.00291808,1655998497,15013628,2450057.229,2442928.569
1.002913719,1655994322,15013380,2451061.297,2443940.341
1.002922095,1656002340,15013876,2450069.21,2442930.735
1.002926283,1656006307,15014124,2387563.035,2380596.736
1.002935281,1656014693,15014620,2384871.091,2377891.312
1.002812931,1655897776,15007428,2454069.478,2447185.713
1.002939512,1656018635,15014868,2384881.151,2377891.312
1.002930828,1656010544,15014372,2384860.502,2377891.312
1.002804274,1655889475,15006932,2454048.293,2447185.713
1.002833992,1655917966,15008668,2453378.076,2446444.872
1.002960741,1656038357,15016108,2378044.899,2371024.909
1.002956548,1656034462,15015860,2377873.617,2370864.044
1.002842171,1655925807,15009164,2453398.087,2446444.872
1.002969507,1656046502,15016604,2378580.116,2371537.817
1.002947654,1656026200,15015364,2377852.531,2370864.044
1.00297811,1656054496,15017100,2378613.597,2371550.857
1.002974013,1656050689,15016852,2378603.881,2371550.857
1.002952067,1656030299,15015612,2377862.992,2370864.044
1.002999606,1656074471,15018340,2378664.576,2371550.857
1.002995731,1656070870,15018092,2378655.385,2371550.857
1.002991262,1656066717,15017844,2378644.786,2371550.857
1.003012207,1656086180,15019084,2378694.459,2371550.857
1.003008264,1656082516,15018836,2378685.108,2371550.857
1.003004253,1656078789,15018588,2378675.596,2371550.857
1.003016717,1656090371,15019332,2378204.672,2371051.878
1.00296489,1656042212,15016356,2378054.738,2371024.909
1.00294363,1656022462,15015116,2377842.991,2370864.044
1.002986678,1656062458,15017596,2378633.917,2371550.857
1.003042258,1656114062,15020820,2373190.771,2365992.81
1.003038189,1656110290,15020572,2373186.26,2365997.91
1.003046807,1656118280,15021068,2376429.17,2369210.643
1.003033647,1656106079,15020324,2373175.512,2365997.91
1.003029517,1656102250,15020076,2373165.74,2365997.91
1.003020938,1656094292,15019580,2378214.679,2371051.878
1.003059123,1656129713,15021812,2376458.349,2369210.643
1.003063406,1656133689,15022060,2376468.496,2369210.643
1.003071891,1656141566,15022556,2376488.599,2369210.643
1.003076285,1656145645,15022804,2376499.01,2369210.643
1.003067561,1656137547,15022308,2376478.342,2369210.643
1.002982405,1656058487,15017348,2378623.782,2371550.857
1.003085005,1656153740,15023300,2376519.669,2369210.643
1.003080868,1656149900,15023052,2376509.869,2369210.643
1.003055074,1656125955,15021564,2376448.758,2369210.643
1.00309863,1656166389,15024044,2376618.385,2369276.872
1.003102816,1656170275,15024292,2377336.553,2369982.932
1.003107359,1656174494,15024540,2377347.321,2369982.932
1.003093745,1656161854,15023796,2376571.58,2369241.75
1.00311601,1656182527,15025036,2377367.822,2369982.932
1.003120469,1656186668,15025284,2377378.391,2369982.932
1.003111801,1656178619,15024788,2377357.848,2369982.932
1.003128473,1656194101,15025780,2377397.361,2369982.932
1.003089311,1656157738,15023548,2376529.873,2369210.643
1.003142018,1656206679,15026524,2377429.461,2369982.932
1.00315102,1656215038,15027020,2377450.795,2369982.932
1.003137345,1656202339,15026276,2377418.385,2369982.932
1.003154971,1656218707,15027268,2377470.924,2369993.664
1.003159303,1656222730,15027516,2377481.191,2369993.664
1.00314659,1656210925,15026772,2377440.298,2369982.932
1.003163616,1656226735,15027764,2377491.413,2369993.664
1.003167685,1656230514,15028012,2377521.805,2370014.346
1.003176497,1656238697,15028508,2377542.689,2370014.346
1.003172317,1656234815,15028260,2377532.782,2370014.346
1.003185365,1656246932,15029004,2378248.037,2370696.504
1.003180786,1656242680,15028756,2377552.854,2370014.346
1.003050939,1656122116,15021316,2376438.96,2369210.643
1.003025139,1656098192,15019828,2373155.384,2365997.91
1.003133064,1656198364,15026028,2377408.24,2369982.932
1.003202938,1656263256,15029996,2378019.507,2370427.175
1.003207384,1656267385,15030244,2378030.045,2370427.175
1.003189753,1656251008,15029252,2378326.176,2370764.026
1.003211725,1656271417,15030492,2378040.336,2370427.175
1.003219952,1656279058,15030988,2378059.836,2370427.175
1.003215693,1656275102,15030740,2378049.74,2370427.175
1.003124753,1656190646,15025532,2377388.543,2369982.932
1.003228666,1656287135,15031484,2367076.878,2359458.972
1.003233022,1656291162,15031732,2367300.385,2359671.515
1.003223961,1656282781,15031236,2377081.159,2369442.17
1.003237754,1656295537,15031980,2367311.551,2359671.515
1.003254503,1656311025,15032972,2367938.456,2360256.992
1.003242083,1656299540,15032228,2367423.965,2359773.383
1.003262783,1656318682,15033468,2367957.997,2360256.992
1.003246554,1656303674,15032476,2367434.516,2359773.383
1.003258523,1656314743,15033220,2367947.945,2360256.992
1.003271348,1656326603,15033964,2367978.213,2360256.992
1.003275448,1656330395,15034212,2367987.891,2360256.992
1.003198112,1656258773,15029748,2377941.767,2370361.087
1.00327987,1656334485,15034460,2367998.329,2360256.992
1.003193868,1656254831,15029500,2378335.933,2370764.026
1.003288042,1656342042,15034956,2368017.616,2360256.992
1.003292763,1656346408,15035204,2368028.758,2360256.992
1.003305944,1656358598,15035948,2368059.869,2360256.992
1.003267292,1656322852,15033716,2367968.64,2360256.992
1.003314319,1656366344,15036444,2368079.638,2360256.992
1.003301764,1656354733,15035700,2368050.005,2360256.992
1.003322796,1656374183,15036940,2368099.644,2360256.992
1.00325044,1656307267,15032724,2367928.865,2360256.992
1.003318486,1656370197,15036692,2368089.471,2360256.992
1.003340668,1656390681,15037932,2362962.109,2355094.52
1.003310205,1656362539,15036196,2368069.927,2360256.992
1.00334515,1656394817,15038180,2362981.628,2355103.454
1.003336401,1656386744,15037684,2362904.718,2355047.335
1.003327342,1656378384,15037188,2362883.382,2355047.335
1.0033317,1656382406,15037436,2362893.647,2355047.335
1.003297492,1656350782,15035452,2368039.921,2360256.992
1.003358542,1656407175,15038924,2363023.995,2355114.246
1.003362843,1656411144,15039172,2363034.125,2355114.246
1.003354128,1656403102,15038676,2363013.6,2355114.246
1.003376271,1656423536,15039916,2363079.003,2355127.453
1.003367674,1656415602,15039420,2363058.754,2355127.453
1.003284269,1656338553,15034708,2368008.711,2360256.992
1.003393621,1656439535,15040908,2360431.988,2352448.667
1.003384474,1656431103,15040412,2360410.468,2352448.667
1.003401689,1656447028,15041404,2456483.643,2448155.78
1.003389015,1656435289,15040660,2360421.151,2352448.667
1.003409968,1656454743,15041900,2348240.08,2340259.869
1.003380355,1656427304,15040164,2363088.62,2355127.453
1.003405969,1656451076,15041652,2348230.722,2340259.869
1.003414423,1656458828,15042148,2348250.506,2340259.869
1.003427897,1656471193,15042892,2351448.169,2343415.183
1.00342341,1656467073,15042644,2351330.195,2343308.091
1.003432477,1656475398,15043140,2351458.901,2343415.183
1.003441079,1656483297,15043636,2351479.06,2343415.183
1.003436696,1656479272,15043388,2351468.788,2343415.183
1.003445626,1656487472,15043884,2352175.249,2344098.363
1.00345441,1656495540,15044380,2352195.84,2344098.363
1.003450332,1656491794,15044132,2352186.279,2344098.363
1.003462866,1656503307,15044876,2352260.595,2344143.141
1.003397652,1656443250,15041156,2360441.469,2352448.667
1.003476718,1656515982,15045620,2340963.78,2332853.106
1.003458789,1656499562,15044628,2352206.104,2344098.363
1.003472097,1656511758,15045372,2340952.999,2332853.106
1.003467478,1656507536,15045124,2340942.224,2332853.106
1.003481156,1656520038,15045868,2340974.131,2332853.106
1.003371853,1656419459,15039668,2363068.598,2355127.453
1.00349845,1656535847,15046860,2341757.254,2333593.294
1.00349417,1656531934,15046612,2341004.491,2332853.106
1.003506767,1656543452,15047356,2341837.049,2333653.47
1.003510995,1656547318,15047604,2341846.916,2333653.47
1.003502733,1656539763,15047108,2341827.635,2333653.47
1.003515292,1656551247,15047852,2341856.943,2333653.47
1.003519802,1656555371,15048100,2341867.468,2333653.47
1.003524493,1656559660,15048348,2341946.815,2333721.629
1.003533162,1656567587,15048844,2341967.045,2333721.629
1.003542245,1656575894,15049340,2342455.908,2334187.645
1.003528835,1656563631,15048596,2341956.949,2333721.629
1.003546533,1656579816,15049588,2342465.918,2334187.645
1.003537656,1656571697,15049092,2342445.197,2334187.645
1.003550926,1656583834,15049836,2342476.173,2334187.645
1.003559692,1656591851,15050332,2342597.96,2334288.612
1.003349585,1656398910,15038428,2363002.902,2355114.246
1.003567872,1656599333,15050828,2342617.055,2334288.612
1.003564122,1656595903,15050580,2342608.301,2334288.612
1.003571923,1656603038,15051076,2342626.511,2334288.612
1.003489905,1656528036,15046364,2340994.543,2332853.106
1.003587312,1656617096,15052068,2334800.564,2326454.846
1.003575747,1656606536,15051324,2342720.515,2334373.386
1.003591071,1656620523,15052316,2334809.311,2326454.846
1.003579927,1656610359,15051572,2342730.272,2334373.386
1.003598406,1656627209,15052812,2334786.701,2326415.315
1.003594776,1656623900,15052564,2334778.256,2326415.315
1.003606542,1656634626,15053308,2335119.357,2326727.915
1.003485546,1656524051,15046116,2340984.373,2332853.106
1.003555223,1656587764,15050084,2342486.202,2334187.645
1.003610112,1656637881,15053556,2335161.949,2326762.077
1.003621114,1656647909,15054300,2333525.652,2325106.177
1.003617343,1656644473,15054052,2333470.493,2325059.954
1.003418919,1656462951,15042396,2349124.074,2341119.975
1.003631659,1656657516,15055044,2333708.212,2325263.647
1.003628034,1656654213,15054796,2333699.782,2325263.647
1.0036351,1656660651,15055292,2333716.213,2325263.647
1.003624598,1656651083,15054548,2333570.753,2325143.043
1.003646237,1656670798,15056036,2333772.012,2325293.442
1.003649814,1656674057,15056284,2333780.33,2325293.442
1.003638882,1656664097,15055540,2333725.007,2325263.647
1.003653464,1656677383,15056532,2333888.818,2325393.078
1.003657449,1656681014,15056780,2333898.085,2325393.078
1.003602567,1656631002,15053060,2335110.108,2326727.915
1.003642543,1656667432,15055788,2333763.422,2325293.442
1.003613688,1656641141,15053804,2335170.269,2326762.077
1.003672013,1656694284,15057772,2334030.099,2325490.867
1.003675687,1656697632,15058020,2334038.644,2325490.867
1.003683018,1656704312,15058516,2334555.788,2325989.128
1.003679398,1656701013,15058268,2334047.273,2325490.867
1.003583849,1656613940,15051820,2334792.51,2326454.846
1.003694558,1656714834,15059260,2336209.864,2327610.372
1.003664777,1656687691,15057276,2334013.273,2325490.867
1.003701414,1656721087,15059756,2336225.823,2327610.372
1.003697811,1656717801,15059508,2336217.436,2327610.372
1.003661137,1656684374,15057028,2334004.808,2325490.867
1.003686972,1656707916,15058764,2335111.387,2326533.523
1.003691009,1656711597,15059012,2336201.603,2327610.372
1.003668536,1656691116,15057524,2334022.014,2325490.867
1.00370521,1656724549,15060004,2336234.658,2327610.372
1.003708539,1656727585,15060252,2336242.406,2327610.372
1.003715504,1656733937,15060748,2336258.618,2327610.372
1.003722724,1656740522,15061244,2336275.424,2327610.372
1.003719099,1656737216,15060996,2336266.986,2327610.372
1.003712177,1656730903,15060500,2336250.874,2327610.372
1.003733201,1656750077,15061988,2336339.054,2327649.471
1.003729744,1656746924,15061740,2336331.007,2327649.471
1.003736544,1656753126,15062236,2336346.835,2327649.471
1.003740493,1656756728,15062484,2336356.028,2327649.471
1.003743776,1656759722,15062732,2336363.669,2327649.471
1.003747611,1656763220,15062980,2336372.597,2327649.471
1.003726163,1656743658,15061492,2336322.672,2327649.471
1.003765833,1656779841,15064220,2336864.816,2328097.589
1.003751305,1656766589,15063228,2336381.195,2327649.471
1.00377299,1656786364,15064716,2334818.788,2326042.652
1.003780527,1656793233,15065212,2334836.319,2326042.652
1.003769575,1656783251,15064468,2334800.22,2326032.068
1.003758484,1656773137,15063724,2336811.467,2328061.485
1.003784391,1656796755,15065460,2334845.307,2326042.652
1.003776633,1656789684,15064964,2334827.261,2326042.652
1.003787907,1656799959,15065708,2334853.484,2326042.652
1.003795529,1656806906,15066204,2334871.214,2326042.652
1.003802388,1656813157,15066700,2334887.168,2326042.652
1.003755057,1656770011,15063476,2336803.489,2328061.485
1.003805782,1656816251,15066948,2334895.064,2326042.652
1.003809388,1656819539,15067196,2337513.106,2328642.404
1.003813088,1656822915,15067444,2337521.722,2328642.404
1.003820823,1656829973,15067940,2337539.735,2328642.404
1.00381704,1656826521,15067692,2337530.925,2328642.404
1.003824326,1656833169,15068188,2337547.892,2328642.404
1.003827738,1656836282,15068436,2337555.837,2328642.404
1.003799176,1656810230,15066452,2334879.698,2326042.652
1.003834728,1656842660,15068932,2337572.114,2328642.404
1.003831013,1656839270,15068684,2337563.462,2328642.404
1.003845432,1656852427,15069676,2337736.367,2328781.196
1.003791801,1656803508,15065956,2334862.542,2326042.652
1.003841877,1656849183,15069428,2337710.279,2328763.456
1.003856311,1656862354,15070420,2337880.137,2328899.177
1.003867634,1656872686,15071164,2337804.975,2328798.038
1.003838491,1656846093,15069180,2337580.876,2328642.404
1.00387456,1656879009,15071660,2339502.827,2330473.267
1.003871065,1656875817,15071412,2339231.523,2330211.125
1.003852695,1656859054,15070172,2337871.715,2328899.177
1.003881896,1656885708,15072156,2342151.292,2333094.463
1.003878082,1656882223,15071908,2338018.977,2328986.974
1.003885292,1656888813,15072404,2342159.217,2333094.463
1.00386406,1656869425,15070916,2337898.183,2328899.177
1.003900227,1656902473,15073396,2344161.653,2335054.41
1.003762093,1656776429,15063972,2336856.109,2328097.589
1.003903729,1656905677,15073644,2344169.83,2335054.41
1.003888818,1656892036,15072652,2342167.442,2333094.463
1.003911272,1656912578,15074140,2344187.442,2335054.41
1.003907379,1656909017,15073892,2344178.354,2335054.41
1.003918755,1656919424,15074636,2343662.358,2334513.971
1.003915247,1656916215,15074388,2344196.724,2335054.41
1.003848929,1656855618,15069924,2337744.511,2328781.196
1.003926116,1656926158,15075132,2343679.544,2334513.971
1.003929358,1656929123,15075380,2343687.111,2334513.971
1.003933015,1656932468,15075628,2343695.648,2334513.971
1.003936307,1656935480,15075876,2343703.335,2334513.971
1.00389283,1656895705,15072900,2343140.38,2334054.304
1.003860305,1656865999,15070668,2337889.439,2328899.177
1.003947246,1656945486,15076620,2343728.872,2334513.971
1.003943659,1656942205,15076372,2343720.498,2334513.971
1.003951011,1656948930,15076868,2343737.662,2334513.971
1.003954634,1656952244,15077116,2343837.166,2334604.659
1.003961497,1656958522,15077612,2343877.64,2334629.014
1.003964939,1656961671,15077860,2343885.677,2334629.014
1.003896318,1656898896,15073148,2344152.524,2335054.41
1.003975906,1656971703,15078604,2343911.28,2334629.014
1.003957843,1656955179,15077364,2343844.657,2334604.659
1.003979684,1656975159,15078852,2343920.1,2334629.014
1.003990513,1656985065,15079596,2343945.382,2334629.014
1.003987066,1656981912,15079348,2343937.335,2334629.014
1.003983566,1656978710,15079100,2343929.163,2334629.014
1.003939944,1656938807,15076124,2343711.826,2334513.971
1.003922441,1656922796,15074884,2343670.964,2334513.971
1.003997478,1656991435,15080092,2343477.514,2334146.814
1.004001386,1656995009,15080340,2343486.635,2334146.814
1.004012814,1657005461,15081084,2343513.31,2334146.814
1.004005005,1656998319,15080588,2343495.083,2334146.814
1.004016364,1657008708,15081332,2343521.597,2334146.814
1.003968626,1656965043,15078108,2343894.283,2334629.014
1.004008775,1657001767,15080836,2343503.883,2334146.814
1.004033883,1657024748,15082572,2346599.712,2337171.835
1.004030699,1657021832,15082324,2346592.27,2337171.835
1.003994008,1656988262,15079844,2343442.76,2334120.264
1.004023648,1657015375,15081828,2346575.791,2337171.835
1.004027178,1657018608,15082076,2346584.042,2337171.835
1.004037598,1657028150,15082820,2346608.394,2337171.835
1.004040997,1657031263,15083068,2346616.339,2337171.835
1.004058532,1657047753,15084308,2517825.994,2507648.621
1.004061571,1657050739,15084556,2517833.614,2507648.621
1.00404464,1657034599,15083316,2346624.853,2337171.835
1.004055346,1657044622,15084060,2517818.003,2507648.621
1.00404838,1657038024,15083564,2346633.594,2337171.835
1.004068679,1657057723,15085052,2517851.439,2507648.621
1.004072277,1657061255,15085300,2515250.121,2505048.869
1.004075612,1657064529,15085548,2515258.477,2505048.869
1.004082503,1657071293,15086044,2515275.739,2505048.869
1.00407908,1657067933,15085796,2515267.164,2505048.869
1.004020103,1657012129,15081580,2346653.328,2337257.313
1.00408896,1657077632,15086540,2515963.204,2505717.426
1.004092633,1657081238,15086788,2515962.103,2505707.164
1.004096417,1657084953,15087036,2515971.584,2505707.164
1.004102977,1657091397,15087532,2518272.641,2507982.448
1.004051997,1657041337,15083812,2347042.049,2337570.221
1.004065004,1657054112,15084804,2517842.223,2507648.621
1.004085797,1657074527,15086292,2515951.236,2505713.399
1.004106358,1657094720,15087780,2518281.122,2507982.448
1.004113702,1657101937,15088276,2518299.541,2507982.448
1.004120404,1657108523,15088772,2519117.915,2508780.725
1.004123696,1657111759,15089020,2519126.173,2508780.725
1.004127036,1657115043,15089268,2519134.555,2508780.725
1.004137059,1657124895,15090012,2519162.072,2508783.089
1.004116793,1657104974,15088524,2518307.292,2507982.448
1.003972141,1656968259,15078356,2343902.49,2334629.014
1.004099745,1657088222,15087284,2517218.788,2506940.968
1.004133454,1657121351,15089764,2519153.027,2508783.089
1.004140399,1657128178,15090260,2519170.451,2508783.089
1.004150173,1657137786,15091004,2519194.972,2508783.089
1.004147068,1657134734,15090756,2519187.183,2508783.089
1.004153379,1657140938,15091252,2519203.016,2508783.089
1.004130251,1657118203,15089516,2519144.993,2508783.089
1.004156541,1657144046,15091500,2519210.948,2508783.089
1.004163327,1657150717,15091996,2519361.083,2508915.647
1.004143651,1657131375,15090508,2519178.61,2508783.089
1.00415994,1657147388,15091748,2519352.587,2508915.647
1.004110203,1657098498,15088028,2518290.764,2507982.448
